record_id,source_dataset,field,matched_categories,matched_spans
hse_abstracts_2015_2017_ruqaiyaship__220834766,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'run over'
hse_abstracts_2015_2017_ruqaiyaship__220831879,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|electrocution_or_electrical_shock,'killed'|'electrocuted'
hse_abstracts_2015_2017_ruqaiyaship__220830988,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220830889,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220831176,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'run over'
hse_abstracts_2015_2017_ruqaiyaship__220854285,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fall_from_height,'death'|'fall from height'
hse_abstracts_2015_2017_ruqaiyaship__220831101,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220830236,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,struck_by_object|crush_or_entrapment,'struck by'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220830095,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220830798,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'death'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220829733,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion|struck_by_object,'killed'|'fire'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220841696,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220828594,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'explosion'
hse_abstracts_2015_2017_ruqaiyaship__220904205,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220828602,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220828917,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220828263,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220830228,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220828131,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220827307,hse_abstracts_2015_2017_ruqaiyaship,barrier,Fall protection/harness|Guardrails,'fall protection'|'guardrail'
hse_abstracts_2015_2017_ruqaiyaship__220827349,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220829303,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220826945,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|vehicle_collision,'killed'|'roll over'
hse_abstracts_2015_2017_ruqaiyaship__220825657,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220825939,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220826333,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220825947,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220826796,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|electrocution_or_electrical_shock,'killed'|'electrical shock'
hse_abstracts_2015_2017_ruqaiyaship__220829212,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'fatal'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220831168,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|vehicle_collision,'killed'|'vehicle struck'
hse_abstracts_2015_2017_ruqaiyaship__220823850,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220825970,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220823975,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|engulfment_or_asphyxiation|crush_or_entrapment,'fatal'|'asphyxiation'|'caught between'
hse_abstracts_2015_2017_ruqaiyaship__220825517,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|engulfment_or_asphyxiation,'fatal'|'asphyxiation'
hse_abstracts_2015_2017_ruqaiyaship__220824569,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'fatal'|'caught in'
hse_abstracts_2015_2017_ruqaiyaship__220822530,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220823694,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|electrocution_or_electrical_shock,'killed'|'electrical shock'
hse_abstracts_2015_2017_ruqaiyaship__220821672,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220823009,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'Fire'
hse_abstracts_2015_2017_ruqaiyaship__220821169,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|engulfment_or_asphyxiation,'killed'|'asphyxiation'
hse_abstracts_2015_2017_ruqaiyaship__220820500,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,engulfment_or_asphyxiation|crush_or_entrapment,'asphyxiation'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220836282,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220820740,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion|engulfment_or_asphyxiation,'killed'|'fire'|'engulfed'
hse_abstracts_2015_2017_ruqaiyaship__220820799,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220820849,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'explosion'
hse_abstracts_2015_2017_ruqaiyaship__220820906,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220821607,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|engulfment_or_asphyxiation,'killed'|'engulfed'
hse_abstracts_2015_2017_ruqaiyaship__220846596,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220818876,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,struck_by_object|crush_or_entrapment,'struck by'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220951057,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220818405,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'caught between'
hse_abstracts_2015_2017_ruqaiyaship__220823520,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion|engulfment_or_asphyxiation,'killed'|'fire'|'asphyxiation'
hse_abstracts_2015_2017_ruqaiyaship__220823728,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion|engulfment_or_asphyxiation,'killed'|'fire'|'asphyxiation'
hse_abstracts_2015_2017_ruqaiyaship__220825095,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion|engulfment_or_asphyxiation,'killed'|'fire'|'asphyxiation'
hse_abstracts_2015_2017_ruqaiyaship__220818108,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|engulfment_or_asphyxiation,'killed'|'asphyxiation'
hse_abstracts_2015_2017_ruqaiyaship__220822647,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|engulfment_or_asphyxiation,'killed'|'asphyxiation'
hse_abstracts_2015_2017_ruqaiyaship__220816995,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220816896,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220818454,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220818389,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|electrocution_or_electrical_shock,'killed'|'electrocuted'
hse_abstracts_2015_2017_ruqaiyaship__220821656,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|electrocution_or_electrical_shock,'killed'|'electrocuted'
hse_abstracts_2015_2017_ruqaiyaship__220826317,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220850473,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220815237,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'caught in'
hse_abstracts_2015_2017_ruqaiyaship__220816573,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220857197,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'fatal'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220815633,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'run over'
hse_abstracts_2015_2017_ruqaiyaship__220815260,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220815286,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220814941,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'run over'
hse_abstracts_2015_2017_ruqaiyaship__220814701,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'trapped'
hse_abstracts_2015_2017_ruqaiyaship__220831838,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|engulfment_or_asphyxiation,'killed'|'asphyxiation'
hse_abstracts_2015_2017_ruqaiyaship__220829527,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'death'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220812929,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,engulfment_or_asphyxiation|crush_or_entrapment,'asphyxiation'|'run over'
hse_abstracts_2015_2017_ruqaiyaship__220812887,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'fatal'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220812432,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'fatal'|'run over'
hse_abstracts_2015_2017_ruqaiyaship__220822969,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'fatal'|'run over'
hse_abstracts_2015_2017_ruqaiyaship__220812614,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220812648,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'caught between'
hse_abstracts_2015_2017_ruqaiyaship__220812168,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220819379,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'run over'
hse_abstracts_2015_2017_ruqaiyaship__220812911,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220811921,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|electrocution_or_electrical_shock,'killed'|'electrocution'
hse_abstracts_2015_2017_ruqaiyaship__220825632,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220812465,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220811962,hse_abstracts_2015_2017_ruqaiyaship,barrier,Barricading/exclusion zone|Signage,'barricade'|'caution tape'
hse_abstracts_2015_2017_ruqaiyaship__220811194,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|electrocution_or_electrical_shock,'killed'|'electrical shock'
hse_abstracts_2015_2017_ruqaiyaship__220811236,hse_abstracts_2015_2017_ruqaiyaship,barrier,Fall protection/harness|Anchor point verification,'fall protection'|'anchor point'
hse_abstracts_2015_2017_ruqaiyaship__220809990,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'death'|'run over'
hse_abstracts_2015_2017_ruqaiyaship__220810659,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220809859,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'death'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220811954,hse_abstracts_2015_2017_ruqaiyaship,barrier,Guardrails|Suspended load control,'guardrail'|'tag line'
hse_abstracts_2015_2017_ruqaiyaship__220811954,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'caught in'
hse_abstracts_2015_2017_ruqaiyaship__220829964,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220809164,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|vehicle_collision,'killed'|'vehicle struck'
hse_abstracts_2015_2017_ruqaiyaship__220809982,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220809131,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'fatal'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220808901,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|vehicle_collision,'killed'|'vehicle struck'
hse_abstracts_2015_2017_ruqaiyaship__220809560,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220809222,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'death'|'explosion'
hse_abstracts_2015_2017_ruqaiyaship__220811277,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'explosion'
hse_abstracts_2015_2017_ruqaiyaship__220807986,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'death'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220807622,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220811533,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'death'|'explosion'
hse_abstracts_2015_2017_ruqaiyaship__220806871,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|engulfment_or_asphyxiation,'death'|'overcome by gas'
hse_abstracts_2015_2017_ruqaiyaship__220807606,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,electrocution_or_electrical_shock|fire_or_explosion,'electrical shock'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220809552,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220806608,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220816615,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'explosion'
hse_abstracts_2015_2017_ruqaiyaship__220806707,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|electrocution_or_electrical_shock,'death'|'electrocution'
hse_abstracts_2015_2017_ruqaiyaship__220807317,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220806145,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220805683,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'caught in'
hse_abstracts_2015_2017_ruqaiyaship__220807374,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'death'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220805238,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'death'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220805485,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'run over'
hse_abstracts_2015_2017_ruqaiyaship__220811772,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|vehicle_collision,'killed'|'rollover'
hse_abstracts_2015_2017_ruqaiyaship__220838577,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220803977,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'death'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220827919,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220807564,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'explosion'
hse_abstracts_2015_2017_ruqaiyaship__220823298,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220809727,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220832646,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'caught in'
hse_abstracts_2015_2017_ruqaiyaship__220809776,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'Fire'
hse_abstracts_2015_2017_ruqaiyaship__220802755,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220805212,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'explosion'
hse_abstracts_2015_2017_ruqaiyaship__220834287,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'explosion'
hse_abstracts_2015_2017_ruqaiyaship__220801112,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220799860,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'run over'
hse_abstracts_2015_2017_ruqaiyaship__220801997,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220819668,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220799407,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|engulfment_or_asphyxiation|crush_or_entrapment,'killed'|'asphyxiation'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220797716,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'run over'
hse_abstracts_2015_2017_ruqaiyaship__220802359,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object|crush_or_entrapment,'killed'|'struck by'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220799944,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|electrocution_or_electrical_shock|fire_or_explosion,'killed'|'electrocuted'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220798979,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|electrocution_or_electrical_shock,'killed'|'electrocuted'
hse_abstracts_2015_2017_ruqaiyaship__220798706,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220799001,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220798086,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220798623,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object|crush_or_entrapment,'killed'|'struck by'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220799480,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220798227,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
hse_abstracts_2015_2017_ruqaiyaship__220798847,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion|crush_or_entrapment,'killed'|'fire'|'caught in'
hse_abstracts_2015_2017_ruqaiyaship__220804629,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|struck_by_object,'killed'|'struck by'
hse_abstracts_2015_2017_ruqaiyaship__220797856,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'fire'
hse_abstracts_2015_2017_ruqaiyaship__220799456,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'killed'|'deflagration'
hse_abstracts_2015_2017_ruqaiyaship__220797740,hse_abstracts_2015_2017_ruqaiyaship,potential_consequence,fatality_or_life_threatening_injury|crush_or_entrapment,'killed'|'crushed'
